"Famille";"Catégories";"Nom";"Description";"Prix";"Poids";"NT";"Fabricant";"Compétences / Attributs";"Bonus";"Niv Max";"Nation";"Dommage";"Choc";"Portée";"FOR";"Init";"Mode de tir";"Mun.(Coût)";"CAL.";"DIS (M.Noir)";"Compétence associée";"Protection";"Choc*";"Localisations";"Catégorie de malus";"Contenance";"Etanchéité";"Armes eligible";"Effets Munitions"
"Équipement médical";"Implants cybernétiques et biologiques";"Améliorations Guépard";"La plupart des Attributs peuvent être augmentés grâce à la cybernétique. Une panne neutralise les bonus (et une Catastrophe au Test de panne transforme les bonus en malus…). Un individu peut subir plusieurs améliorations sur un Attribut, pour un bonus maximum de +5 pour les Attributs physiques (FOR, COO, PER) ou de +3 pour les Attributs mentaux et sociaux (ADA, INT, VOL, PRE). Dans tous les cas, on ne peut pas dépasser le niveau 25.
Note : Adaptation et Intelligence sont augmentés grâce à des stimulateurs neuronaux. Volonté et Présence sont améliorés grâce à l’inhibition partielle de certains centres nerveux et émotionnels.";"82000 x niv";;"IV";"Cortex";"ADA";"niv";3;;;;;;;;;;"-5 (5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Améliorations Méduse";"La plupart des Attributs peuvent être augmentés grâce à la cybernétique. Une panne neutralise les bonus (et une Catastrophe au Test de panne transforme les bonus en malus…). Un individu peut subir plusieurs améliorations sur un Attribut, pour un bonus maximum de +5 pour les Attributs physiques (FOR, COO, PER) ou de +3 pour les Attributs mentaux et sociaux (ADA, INT, VOL, PRE). Dans tous les cas, on ne peut pas dépasser le niveau 25.
Note : Adaptation et Intelligence sont augmentés grâce à des stimulateurs neuronaux. Volonté et Présence sont améliorés grâce à l’inhibition partielle de certains centres nerveux et émotionnels.";"49000 x niv";;"IV";"Cortex";"PRE";"niv";3;;;;;;;;;;"-5 (5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Améliorations Orque";"La plupart des Attributs peuvent être augmentés grâce à la cybernétique. Une panne neutralise les bonus (et une Catastrophe au Test de panne transforme les bonus en malus…). Un individu peut subir plusieurs améliorations sur un Attribut, pour un bonus maximum de +5 pour les Attributs physiques (FOR, COO, PER) ou de +3 pour les Attributs mentaux et sociaux (ADA, INT, VOL, PRE). Dans tous les cas, on ne peut pas dépasser le niveau 25.
Note : Adaptation et Intelligence sont augmentés grâce à des stimulateurs neuronaux. Volonté et Présence sont améliorés grâce à l’inhibition partielle de certains centres nerveux et émotionnels.";"136000 x niv";;"IV";"Cortex";"INT";"niv";3;;;;;;;;;;"-5 (5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Améliorations Ours";"La plupart des Attributs peuvent être augmentés grâce à la cybernétique. Une panne neutralise les bonus (et une Catastrophe au Test de panne transforme les bonus en malus…). Un individu peut subir plusieurs améliorations sur un Attribut, pour un bonus maximum de +5 pour les Attributs physiques (FOR, COO, PER) ou de +3 pour les Attributs mentaux et sociaux (ADA, INT, VOL, PRE). Dans tous les cas, on ne peut pas dépasser le niveau 25.
Note : Adaptation et Intelligence sont augmentés grâce à des stimulateurs neuronaux. Volonté et Présence sont améliorés grâce à l’inhibition partielle de certains centres nerveux et émotionnels.";"84 000 x niv";;"IV";"Cortex";"FOR";"niv";5;;;;;;;;;;"-5 (5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Améliorations Requin";"La plupart des Attributs peuvent être augmentés grâce à la cybernétique. Une panne neutralise les bonus (et une Catastrophe au Test de panne transforme les bonus en malus…). Un individu peut subir plusieurs améliorations sur un Attribut, pour un bonus maximum de +5 pour les Attributs physiques (FOR, COO, PER) ou de +3 pour les Attributs mentaux et sociaux (ADA, INT, VOL, PRE). Dans tous les cas, on ne peut pas dépasser le niveau 25.
Note : Adaptation et Intelligence sont augmentés grâce à des stimulateurs neuronaux. Volonté et Présence sont améliorés grâce à l’inhibition partielle de certains centres nerveux et émotionnels.";"40000 x niv";;"IV";"Cortex";"VOL";"niv";3;;;;;;;;;;"-5 (5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Communicateur Lister Om";"De plus en plus à la mode, ces communicateurs d’une portée de 120 mètres sont plus des gadgets qu’autre chose. Ils s’activent par simple pression des doigts sur la gorge. L’utilisateur compose alors oralement un numéro. L’appareil de réception est directement greffé dans l’oreille interne (le dispositif est donc invisible).";10000;;"III";"Cortex";;;;;;;;;;;;;"20 (15)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Cortex cérébral informatique Cortex Ultra";"Ce système permet à un individu d’avoir un ordinateur dans la tête, pouvant être connecté à n’importe quel autre ordinateur (c’est l’équivalent d’un ordinateur bracelet, voir Équipement informatique et logiciels, page 280).
Note : ce modèle de cerveau informatique fabriqué par la société Cortex est livré avec un programme de sécurité de niveau 8.";250000;;"V";"Cortex";;;;;;;;;;;;;"-10 (-5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Implants d’interface Neural A";"Ces implants permettent de connecter un homme à une machine. Ils sont de deux types : l’implant neural (qui relie le système nerveux à un appareil) et l’implant neuronal (qui relie le cerveau à une machine). Le niveau de l’implant limite le niveau de l’appareil que l’on peut lui connecter.";9000;;"IV";"Cortex";;;;;;;;;;;;;"10 (1)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Implants d’interface Neuro A";"Ces implants permettent de connecter un homme à une machine. Ils sont de deux types : l’implant neural (qui relie le système nerveux à un appareil) et l’implant neuronal (qui relie le cerveau à une machine). Le niveau de l’implant limite le niveau de l’appareil que l’on peut lui connecter.";9000;;"IV";"Cortex";;;;;;;;;;;;;"10 (1)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Masque externe ";"Ce système est composé de micro-implants glissés sous la peau du visage d’un individu et agissant sur les muscles faciaux pour modifier les traits du personnage. Pour copier le visage de quelqu’un, on peut utiliser un masque externe spécial, à appliquer sur une représentation en trois dimensions très détaillée du sujet, réalisée par un professionnel (sculpteur, spécialiste de la modélisation 3D, etc.), à un tarif fixé par le MJ (plusieurs milliers de sols). Il est également possible de poser le masque externe directement sur le visage de la cible (dans ce cas, la copie sera toujours excellente, alors qu’une reproduction en 3D peut être plus ou moins précise). Le masque externe transmet ensuite l’empreinte morphologique au masque mimétique, qui modifie les traits de l’utilisateur en conséquence.";12000;;"IV";"Umbra";;;;;;;;;;;;;"-5 (-5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Masque mimétique ";"Ce système est composé de micro-implants glissés sous la peau du visage d’un individu et agissant sur les muscles faciaux pour modifier les traits du personnage. Pour copier le visage de quelqu’un, on peut utiliser un masque externe spécial, à appliquer sur une représentation en trois dimensions très détaillée du sujet, réalisée par un professionnel (sculpteur, spécialiste de la modélisation 3D, etc.), à un tarif fixé par le MJ (plusieurs milliers de sols). Il est également possible de poser le masque externe directement sur le visage de la cible (dans ce cas, la copie sera toujours excellente, alors qu’une reproduction en 3D peut être plus ou moins précise). Le masque externe transmet ensuite l’empreinte morphologique au masque mimétique, qui modifie les traits de l’utilisateur en conséquence.";36000;;"IV";"Cortex";;;;;;;;;;;;;"-5 (-5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Plaques subdermales Crabe";"Les plaques subdermales agissent comme une armure, et réduisent le total de points de Dommages physiques encaissés par le personnage, d’une valeur équivalente à leur niveau. Chaque niveau de plaques subdermales coûte 8 000 x (niv. x niv.) sols (ainsi, un niveau 3 coûtera 72 000 sols). L’implantation concerne normalement toutes les Localisations du corps, mais il est possible d’opter pour une implantation partielle, ne couvrant que le Corps et la Tête (coût réduit d’un tiers), ou bien seulement l’une de ces deux Localisations (coût réduit de moitié).";"1600 x loc x (niv x niv)";;"III";"Cortex";"Armure";"niv";;;;;;;;;;;"10 (15)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Proto-main ";"Les proto-appendices proviennent d’une technologie azuréenne redécouverte par les Amazoniens. Quand un individu perd une main, par exemple, on va poser une sorte de masse flasque sur son moignon. Cette masse va se raccorder aux nerfs, aux veines, aux muscles et aux os pour reconstituer d’elle-même la main manquante. Une fois un proto-appendice mis en place, il est définitivement intégré dans l’organisme du patient. Cette merveille de la biotechnologie est le résultat de la culture d’une structure matière organique dont les Amazoniens gardent jalousement le secret. Ni vivante, ni inerte, ni complètement organique, ni complètement artificielle, cette matière est une véritable révolution dans la technologie des greffes. Certains prétendent qu’il s’agirait d’une créature vivante (les proto-organismes) ayant subit des altérations génétiques en laboratoire et qui vivrait en symbiose sur son nouveau porteur. Personne n’a encore découvert comment un proto-appendice sait quel membre remplacer. Une fois mise en place, le proto-appendice est très difficilement décelable. Il est juste légèrement plus pâle et plus mou qu’un membre normal.";28000;;"V";"Xen";;;;;;;;;;;;;"-10 (-5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Sonar SonCom";"Cet implant est composé d’un sonar actif directionnel, d’un micro-ordinateur traitant les informations et analysant l’écho, et d’un afficheur de données sur la rétine de l’individu. Le sonar peut être utilisé sous l’eau mais ne porte qu’à 200 mètres (si le personnage se trouve dans un véhicule ou s’il porte un casque, il ne repérera rien). Il existe aussi une version radar de ce système (on ne peut pas être équipé des deux dispositifs).";12000;;"IV";"Cortex";;;;;;;;;;;;;"1 (-5)";;;;;;;;;
"Équipement médical";"Implants cybernétiques et biologiques";"Traitement génétique de synthèse hormonale";"En greffant un gène spécifiquement destiné à synthétiser une hormone, on peut augmenter la capacité musculaire d’un individu. Une telle greffe, en plus d’être très onéreuse, ne peut être effectuée que dans une clinique disposant d’un matériel à la pointe de la technologie. Il est possible d’appliquer ce traitement plusieurs fois sur un individu, pour un bonus maximum de +5. On ne peut pas dépasser le niveau 25.";850000;;"III";"Cortex";"FOR";"niv";;;;;;;;;;;"-";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Accélérateur métabolique Boost A";"L’accélérateur métabolique est une drogue très puissante dont les effets se font sentir pendant environ une heure. Pendant ce temps, le personnage est suractif et ne ressent pas la fatigue. Il gagne un bonus de +5 en Constitution, ne peut être plongé dans l’inconscience et ne ressent pas la douleur. En revanche, une fois l’effet du produit dissipé, le stress subit par l’organisme provoque souvent une perte de connaissance (Test de Choc à -5, étourdissement pendant 1D6 heures ou inconscience pendant 2D6 heures). Il y a également un faible risque (1 chance sur 100) de faire un arrêt cardiaque. Le produit se trouve dans une petite seringue enfermée dans une poche sous vide.";1200;;"II";"Pharmazonia";;;;;;;;;;;;;"10 (20)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Altérateurs biologiques AlteraO";"Les altérateurs biologiques viennent d’être mis sur le marché par une nouvelle société pharmaceutique d’Amazonia, Génotopia. C’est la même industrie qui participe à la mise au point des géno-armures amazoniennes. Un altérateur provoque une modification temporaire de la structure génétique d’un individu, en lui octroyant une mutation (déterminée au hasard) pendant un court laps de temps. Il existerait des altérateurs spécifiques, mais ils valent sans doute extrêmement cher. La mutation s’opère en 1D10 minutes et reste active pendant 10D10 minutes. Après chaque injection, il y a tout de même 1 chance sur 100 pour que la mutation ne disparaisse pas. Le processus de mutation est particulièrement douloureux et inflige automatiquement une blessure moyenne. De plus, il a été rapporté que des sujets abusant de cette substance développaient des mutations incontrôlables et aléatoires.";7000;;"IV";"Génotopia";;;;;;;;;;;;;"1 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Anti-rad";"Ce traitement, s’il est pris immédiatement après une irradiation, permet de réduire le niveau d’irradiation de 2D6. Il faut toujours lancer 1D20 après avoir absorbé une dose d’anti-rad. Sur un 1, l’organisme subit un empoisonnement de 3D6 points.";80;;"III";"Cortex";;;;;;;;;;;;;"10 (15)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Boosters métaboliques Animia";"Les boosters métaboliques augmentent temporairement les Attributs d’un personnage. Le produit s’injecte et reste actif pendant une heure. Un booster inflige un terrible stress sur l’organisme après dissipation des effets (Test de Choc à -5, étourdissement pendant 1D6 heures ou inconscience pendant 2D6 heures). Il y a une chance sur 100 que le personnage perde 1 point dans l’Attribut concerné.";6000;;"III";"Principia";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Boosters métaboliques Hercia";"Les boosters métaboliques augmentent temporairement les Attributs d’un personnage. Le produit s’injecte et reste actif pendant une heure. Un booster inflige un terrible stress sur l’organisme après dissipation des effets (Test de Choc à -5, étourdissement pendant 1D6 heures ou inconscience pendant 2D6 heures). Il y a une chance sur 100 que le personnage perde 1 point dans l’Attribut concerné.";6000;;"III";"Principia";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Boosters métaboliques Hermia";"Les boosters métaboliques augmentent temporairement les Attributs d’un personnage. Le produit s’injecte et reste actif pendant une heure. Un booster inflige un terrible stress sur l’organisme après dissipation des effets (Test de Choc à -5, étourdissement pendant 1D6 heures ou inconscience pendant 2D6 heures). Il y a une chance sur 100 que le personnage perde 1 point dans l’Attribut concerné.";6000;;"III";"Principia";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Boosters métaboliques Protia";"Les boosters métaboliques augmentent temporairement les Attributs d’un personnage. Le produit s’injecte et reste actif pendant une heure. Un booster inflige un terrible stress sur l’organisme après dissipation des effets (Test de Choc à -5, étourdissement pendant 1D6 heures ou inconscience pendant 2D6 heures). Il y a une chance sur 100 que le personnage perde 1 point dans l’Attribut concerné.";6000;;"III";"Principia";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Drogues Régé+";"Ces drogues octroient à un individu l’équivalent de la mutation Régénération, pendant 2 jours (Régé+) ou 4 jours (SurRégé+).";7500;;"III";"Palia (République du Corail)";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Drogues SurRégé+";"Ces drogues octroient à un individu l’équivalent de la mutation Régénération, pendant 2 jours (Régé+) ou 4 jours (SurRégé+).";18500;;"IV";"Palia (République du Corail)";;;;;;;;;;;;;"1 (5)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Écran cérébral Demia";"L’écran cérébral est un produit similaire aux boosters mais ses effets sont beaucoup plus stables et on ne risque pas de subir de perte d’Attribut. Il augmente temporairement la Volonté contre toute attaque mentale.";6000;;"III";"Principia";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Intra-sondes Nano Op";"Les intra-sondes sont injectées dans l’organisme d’un individu et n’agissent que si ce dernier subit des blessures. Dans ce cas, elles se mettent immédiatement au travail pour réparer les dommages. Les sondes sont microscopiques et ne peuvent être désactivées que par l’interrupteur d’urgence porté par l’individu (dans ce cas les sondes ne peuvent être réactivées que dans un hôpital) ou par un ordinateur médical ayant le bon code d’accès. Une forte décharge électrique peut neutraliser les sondes. Les intra-sondes agissent principalement pour réparer les artères et luttent donc de manière efficace contre les hémorragies. Elles octroient un bonus de +5 lors du Test de stabilisation et réduisent le temps nécessaire à la guérison des blessures de 25% environ. Les sondes se dégradent avec le temps. Chaque année, il y a 1 chances sur 10 (+1 par année), qu’elles cessent de fonctionner.";48000;;"IV";"Cortex";;;;;;;;;;;;;"-10 (1)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Nano-sondes Nano Alpha";"Les nano-sondes sont une version évoluée des intra-sondes. Il en existe plusieurs catégories. Ces nano-robots se répandent dans l’organisme et l’aide à lutter contre n’importe quelle blessure, infection ou maladie. En plus de donner +2 à tous les Tests de soins, Résistance aux poisons et maladies améliorée de 2 niveaux, les nano-sondes ont un niveau de Chirurgie de 7 et peuvent tenter automatiquement de stabiliser les blessures qui ont besoin de l’être ! Si le Test de Compétence est réussi, la blessure est considérée comme stabilisée.

Les nano-sondes n’ont pas besoin d’un centre de contrôle. Elles peuvent être détruites par une attaque électro-magnétique, mais elles sont protégées contre les décharges électriques de faible intensité.";280000;;"IV";"Futura";;;;;;;;;;;;;"-10 (-10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Nano-sondes Nano E";"Les nano-sondes sont une version évoluée des intra-sondes. Il en existe plusieurs catégories. Ces nano-robots se répandent dans l’organisme et l’aide à lutter contre n’importe quelle blessure, infection ou maladie. En plus de donner un bonus 4 à tous les Tests de soins, Résistance aux poisons et maladies améliorée de 3 niveaux, les nano-sondes ont un niveau de Chirurgie de 10 et peuvent tenter automatiquement de stabiliser les blessures qui ont besoin de l’être ! Si le Test de Compétence est réussi, la blessure est considérée comme stabilisée.

Les nano-sondes n’ont pas besoin d’un centre de contrôle. Elles peuvent être détruites par une attaque électro-magnétique, mais elles sont protégées contre les décharges électriques de faible intensité.";650000;;"V";"Nano-Tech";;;;;;;;;;;;;"-10 (-10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Nano-sondes Nano Optima";"Les nano-sondes sont une version évoluée des intra-sondes. Il en existe plusieurs catégories. Ces nano-robots se répandent dans l’organisme et l’aide à lutter contre n’importe quelle blessure, infection ou maladie. En plus de donner un bonus +6 à tous les Tests de soins, Résistance aux poisons et maladies améliorée de 4 niveaux, les nano-sondes ont un niveau de Chirurgie de 13 et peuvent tenter automatiquement de stabiliser les blessures qui ont besoin de l’être ! Si le Test de Compétence est réussi, la blessure est considérée comme stabilisée.

Les nano-sondes n’ont pas besoin d’un centre de contrôle. Elles peuvent être détruites par une attaque électro-magnétique, mais elles sont protégées contre les décharges électriques de faible intensité.";1000000;;"VI";"Cortex";;;;;;;;;;;;;"-10 (-10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Nano-sondes Nano-cardiaque";"Les nano-sondes cardiaques sont un autre type de sondes. Elles se regroupent sur le cœur et jouent le rôle de défibrillateur en cas d’arrêt cardiaque. Si le personnage subit une blessure mortelle, les nano-sondes le maintiennent en vie en stimulant artificiellement son cœur : le personnage peut alors survivre un nombre de minutes supplémentaires égal à trois fois son niveau de Constitution (il doit toutefois être pris en charge par un médecin). Le MJ peut même considérer que certaines Blessures mortelles ne provoquant pas d’hémorragies peuvent être transformées en Blessures critiques.

Les nano-sondes n’ont pas besoin d’un centre de contrôle. Elles peuvent être détruites par une attaque électro-magnétique, mais elles sont protégées contre les décharges électriques de faible intensité.";1480000;;"IV";"Cortex";;;;;;;;;;;;;"-10 (-10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Patch anti-infection Fulstar";"Ce patch offre un bonus de +10 aux Tests de Constitution d’un blessé, lors des Tests de résistance à l’infection. Le patch doit être changé tous les deux jours.";800;"0,1 kg";"III";"Cortex";;;;;;;;;;;;;"10 (15)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Patch anti-poison spécifique Série Mélsa";"Ces patchs sont imbibés d’un sérum spécialement conçu pour lutter contre un poison spécifique. Ils permettent d’annuler totalement l’empoisonnement.";1800;"0,1 kg";"III";"Xen (Amazonia)";;;;;;;;;;;;;"5 (1)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Patch anti-poison universel Onydrine 4";"Ce type de patch ne lutte pas contre un poison précis mais augmente la résistance générale d’un individu contre les effets les plus fréquents des poisons. Il permet de réduire le niveau d’empoisonnement par deux.";2500;"0,1 kg";"III";"Xen (Amazonia)";;;;;;;;;;;;;"15 (10)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Patch stabilisant Corzone";"Ce patch très commun se présente sous la forme d’une sorte de compresse stérile. Elle doit être appliquée sur la blessure dès l’ouverture du patch. Le modèle Corzone offre un bonus de +10 aux Tests de stabilisation des blessures.";1000;"0,1 kg";"III";"Cortex";;;;;;;;;;;;;"10 (15)";;;;;;;;;
"Équipement médical";"Traitements, patchs et produits pharmaceutiques";"Traitements contre les maladies (Divers) ";"Chaque traitement n’est efficace que pour une maladie spécifique. Ces produits, des pilules de différentes couleurs, des produits à injecter, etc., sont généralement vendus au marché noir, la population évitant le plus possible d’avoir à faire aux services d’hygiène (mais bien souvent, des escrocs refourguent des traitements n’ayant pas l’efficacité promise). Le traitement permet au malade d’effectuer normalement ses Tests de Constitution, pour lutter contre le mal. Le coût d’un traitement particulier dépend directement de la virulence de la maladie, c’est-à-dire du nombre de points de maladies infligé au personnage lorsque le mal se déclare (on ne tient pas compte des éventuelles évolutions) : il faut alors se procurer un traitement d’un niveau au moins égal au niveau de maladie en question. Les médicaments sont souvent conditionnés dans une petite sacoche assez discrète. Chaque sacoche permet de se soigner pendant 10 jours.";"250 / niv";"0,5 kg";"III";"Divers";;;;;;;;;;;;;"10 (20)";;;;;;;;;
"Protections";"Armure simple";"Armure de sécurité Alpha";"Ce sont des armures intégrales, qui bénéficient des dernières innovations technologiques permettant d’alléger les structures. On peut même doter ces armures de systèmes que l’on ne trouve d’habitude que sur les armures mécanisées. Totalement isolées et étanches, elles peuvent être utilisées dans un environnement hostile.";23000;;"II";;;;;;;;;13;;;;;"5 (10)";;17;6;"T/C/B/J";"D";;;;
"Protections";"Armure simple";"Armure de sécurité Bêta";"Ce sont des armures intégrales, qui bénéficient des dernières innovations technologiques permettant d’alléger les structures. On peut même doter ces armures de systèmes que l’on ne trouve d’habitude que sur les armures mécanisées. Totalement isolées et étanches, elles peuvent être utilisées dans un environnement hostile.";27000;;"II";;;;;;;;;15;;;;;"1 (5)";;20;8;"T/C/B/J";"D";;;;
"Protections";"Armure simple";"Gilet de fibres vivantes";"Ce gilet est fabriqué dans les jungles à partir de fibres végétales vivantes appelées les lianes séritias. C’est un gilet qu’on « cultive ». Il est capable de se régénérer. Le gilet a 6 seuils de blessure à 15. À chaque fois qu’un seuil est coché, l’armure perd 1 point de protection. Le gilet régénère au rythme de 1 point toutes les 6 heures. Si le gilet perd tous ses points de protection avant d’avoir pu en régénérer un seul, il est « mort ».";"-";"-";"I";"-";;;;"-";;;;"-";;;;;"-";;9;3;"T/C/B/J";"C";;;;
"Protections";"Armure simple";"Gilet en kevlar";"C’est le gilet de base en kevlar. Il ne protège que de 4 contre les attaques perforantes (coup de couteau, flèches, balles perforantes, etc.).";6000;"2,5 kg";"II";"Gladius";;;;"Veilleurs";;;;10;;;;;"10 (15)";;10;2;"C";"C";;;;
"Protections";"Armure simple";"Gilet Soles";"Il s’agit du gilet pare-balles standard de la police et des milices. C’est un gilet de protection en kevlar avec treillis métallique et plaques, très classique, qui protège le torse et l’abdomen.";1200;"3 kg";"II";"Véga";;;;"Ligue rouge";;;;8;;;;;"5 (10)";;14;5;"C";"C";;;;
"Protections";"Armure simple";"Gilet Vasta II";"C’est le gilet standard utilisé par les soldats de la Ligue. Il protège le torse, l’abdomen, les cuisses et les bras.";2700;"4 kg";"II";"Véga";;;;"Ligue rouge";;;;10;;;;;"5 (10)";;13;3;"C/B/J";"D";;;;
"Protections";"Armure simple";"Mil AZ";"Tenue de protection standard des services de sécurité : c’est une tenue matelassée très classique, renforcée avec du kevlar.";1800;"5 kg";"III";"Néo-Tech";;;;"Hégémonie";;;;"-";;;;;"5 (10)";;10;4;"T/C/B/J";"D";;;;
"Protections";"Armure simple";"Nano-cuirasse Mark I";"Une cuirasse rigide constituée d’un treillis de nanotubes d’hyper matériaux extrêmement résistants.";28000;"4 kg";"III";"Nanosol";;;;"Veilleurs";;;;12;;;;;"-20 (-15)";;24;2;"C";"C";;;;
"Protections";"Armure simple";"Nano-cuirasse Mark II";"Une cuirasse rigide constituée d’un treillis de nanotubes d’hyper matériaux encore plus résistants.";32000;"3 kg";"III";"Nanosol";;;;"Veilleurs";;;;12;;;;;"-20 (-15)";;25;4;"C";"C";;;;
"Protections";"Armure simple";"Pagan";"Tenue de protection de la Garde Patriarcale : ces tenues sont plus lourdes que les armures Sancta mais tout aussi modernes.";29000;"3 kg";"V";"Inconnu";;;;"Hégémonie";;;;8;;;;;"-10 (-5)";;11;6;"T/C/B/J";"D";;;;
"Protections";"Protection";"Protection en cuir";;150;;"I";;;;;;;;;"-";;;;;"20 (20)";;3;"-";"C/B/J";"B";;;;
"Protections";"Protection";"Protection en cuir Mk. II";;150;;"I";;;;;;;;;"-";;;;;"21 (20)";;3;"-";"C/B/J";"A";;;;
"Protections";"Armure simple";"Protection en cuir renforcé";"Ces vêtements de protection sont similaires aux tenues de cuir classiques, tout en étant renforcés aux endroits sensibles par des plaques de métal très légères, placées sous le cuir et donc invisibles.";450;;"II";;;;;;;;;"-";;;;;"20 (20)";;5;"-";"C/B/J";"B";;;;
"Protections";"Armure simple";"Protection en cuir renforcé Mk. II";"Ces vêtements de protection sont similaires aux tenues de cuir classiques, tout en étant renforcés aux endroits sensibles par des plaques de métal très légères, placées sous le cuir et donc invisibles.";450;;"II";;;;;;;;;"-";;;;;"21 (20)";;5;"-";"C/B/J";"A";;;;
"Protections";"Armure simple";"Protection en kevlar";"C’est la protection pare-balles classique des services de police et de sécurité et reste la protection légère la plus efficace, en terme de sécurité et de facilité d’usage. Le gilet peut se porter sous des vêtements légers, à condition qu’ils soient un peu amples.";14000;;"II";;;;;;;;;10;;;;;"10 (15)";;13;4;"T/C/B/J";"C";;;;
"Protections";"Armure simple";"Protection matelassée";"Cette tenue de cuir matelassé est spécialement étudiée pour résisteraux chocs. Elle est assez encombrante et peu discrète, mais assez efficace.";2400;;"II";;;;;;;;;"-";;;;;"20 (20)";;5;7;"C/B/J";"D";;;;
"Protections";"Bouclier";"Bouclier - Grand***";"Un bouclier permet de parer une attaque au contact (voir les règles de combat). Contre les balles, ils offrent une valeur de Protection, comme les armures. Ces boucliers sont en métal moléculaire (suffisamment légers pour être portés), et ont une intégrité de 2D6+8 (20).";2000;;"II";;;;;;;;;15;;;;;"10 (15)";;15;"-";"B";"S";;;;
"Protections";"Bouclier";"Bouclier - Moyen";"Un bouclier permet de parer une attaque au contact (voir les règles de combat). Contre les balles, ils offrent une valeur de Protection, comme les armures. Ces boucliers sont en métal moléculaire (suffisamment légers pour être portés), et ont une intégrité de 2D6+8 (20).";600;;"II";;;;;;;;;13;;;;;"5 (10)";;10;"-";"B";"S";;;;
"Protections";"Bouclier";"Bouclier - Petit";"Un bouclier permet de parer une attaque au contact (voir les règles de combat). Contre les balles, ils offrent une valeur de Protection, comme les armures. Ces boucliers sont en métal moléculaire (suffisamment légers pour être portés), et ont une intégrité de 2D6+8 (20).";200;;"II";;;;;;;;;10;;;;;"5 (10)";;10;"-";"B";"S";;;;
"Protections";"Combinaison";"Armure de plongée hybride légère";;10000;;"III";;;;;;;;;"-";;;;;"5 (10)";;10;"-";"T/C/B/J";"C";;;;
"Protections";"Protection";"Armure à champ moléculaire";"Fabriquée par la firme hégémonienne Néo-Tech, l’armure Darken est rare et coûteuse. Un petit ordinateur porté à la ceinture permet de contrôler une myriade de molécules sur lesquelles sont greffés des ordinateurs-moléculaires. Par simple activation vocale, les molécules se regroupent et forment autour du propriétaire une armure noire, totalement lisse et sans aucune ouverture, même pour les yeux. Le porteur peut toutefois y voir normalement. L’armure est très souple et ne gêne absolument pas les mouvements. Si l’ordinateur subit une panne, l’armure se volatilise immédiatement.";"10 000 x niv";;"V";;;;;;;;;"-";;;;;"-5 (1)";;"niv";3;"T/C/B/J";"S";;;;
